id,instructor_id,course_id,created_at,updated_at
49271373-0203-4b55-8855-5ee97e051461,f2046ffb-44cf-4061-970f-922474d58d67,4d7d7b7d-a918-46bf-bd9d-506e45254fbc,2025-07-23 02:20:52.748082+00,2025-07-23 02:20:52.748142+00
4bb9eb1f-2ee7-415f-b170-a6c5477011ad,ea5c6299-1988-42c4-bc8b-1644f890eff8,737cb200-e827-4f3a-902a-959439112523,2025-07-23 02:19:12.679665+00,2025-07-23 02:19:12.679745+00
4d4fe1a0-ea86-4aa2-bf3d-cfff8ca8b25c,a1e77beb-1c9b-4711-a715-c9ba4c318981,b04ccbd2-df92-47b3-81aa-d69ffacf6857,2025-07-23 02:20:51.270547+00,2025-07-23 02:20:51.270601+00
4f7bd54e-118c-4383-a9ac-95a6d7ea62b9,e11de83e-77ab-409f-9223-98864051e698,2d960304-968a-4325-809e-b3f75e091845,2025-07-23 02:19:44.343352+00,2025-07-23 02:19:44.343403+00
4f9ce760-db29-4e9f-8904-e189f598a3e5,0f42beb9-2805-4643-8c7e-c05c146e9766,ec1fc10d-463a-4885-8037-0e3b9a9dc7e1,2025-07-23 02:20:06.436789+00,2025-07-23 02:20:06.43685+00
50550126-7596-4976-a1db-4884f53aba67,0f42beb9-2805-4643-8c7e-c05c146e9766,ec1fc10d-463a-4885-8037-0e3b9a9dc7e1,2025-07-23 02:19:07.373683+00,2025-07-23 02:19:07.373723+00
508e8af8-e4eb-4c64-9fc0-63afbe20b9ee,22ec45b3-c0e4-49f3-bac3-207ad6bacc21,2190211c-3fb5-46de-9d15-3b978a9138f6,2025-07-23 02:19:38.715659+00,2025-07-23 02:19:38.715707+00
50b79fd6-b373-467c-8535-d83e48c6e1e2,d171a840-3ff7-4178-8920-18d1f55a98bc,ef2a0b22-84d4-4d9b-baba-02e37e3ad28c,2025-07-23 02:18:47.246191+00,2025-07-23 02:18:47.246247+00
51f208e3-b2cf-48fd-a6ff-ef4afd030a2a,189ab287-386e-418f-9a53-ff4495832bf5,c8c2c3b7-5143-4397-9113-b932cae758f1,2025-07-23 02:20:50.229167+00,2025-07-23 02:20:50.229207+00
53748c8a-5c2a-4793-b328-157e7134a342,90cd96cb-357b-4bb7-9db7-1fc9d3db737a,c847f7b2-c485-4af3-9f0b-123a66eed362,2025-07-23 02:20:23.599688+00,2025-07-23 02:20:23.599744+00
54309798-3884-4322-a9fc-c64c7d9ce8e2,f6101862-2021-400d-b9a6-3010a09a6daf,9749b024-261b-4269-b3e7-c81a106b62fa,2025-07-23 02:18:35.563842+00,2025-07-23 02:18:35.563966+00
580849d2-4870-49ba-bfbe-e3e4b33c8952,68806720-ce81-446b-931d-f16cc6ca350c,8ebff870-772b-48f8-8648-2f951e1df5df,2025-07-23 02:20:53.282665+00,2025-07-23 02:20:53.282716+00
58517e24-67fe-474a-9890-453ca33ad1a2,0f42beb9-2805-4643-8c7e-c05c146e9766,ec1fc10d-463a-4885-8037-0e3b9a9dc7e1,2025-07-23 02:19:11.027135+00,2025-07-23 02:19:11.02718+00
5b63d59a-8479-46d1-b7d4-0d731f5db102,f6101862-2021-400d-b9a6-3010a09a6daf,9749b024-261b-4269-b3e7-c81a106b62fa,2025-07-23 02:18:34.437247+00,2025-07-23 02:18:34.43729+00
5be41fed-dd3b-4f1c-a959-5418913093b2,48a952b1-1bbf-4971-8485-481316f5dbed,893c261a-d7cd-4700-8a98-65ac6d5564bb,2025-07-23 02:20:36.071021+00,2025-07-23 02:20:36.071079+00
5cc18c94-db91-40ea-b158-c31cce901f7c,96be4708-d233-470b-85c2-636024abc3e9,c1e4d505-118b-47fa-bbab-a4a6be17bc2a,2025-07-23 02:20:11.874958+00,2025-07-23 02:20:11.875007+00
5ce270c3-389f-45cc-80e9-7ff131e9c999,30c85141-1719-48a9-846b-061ebd8fe793,b074e404-cbde-4d62-8157-e8e0cbbb40df,2025-07-23 02:19:30.685443+00,2025-07-23 02:19:30.685489+00
5d061c25-e923-4590-93e2-d519d95480b7,96be4708-d233-470b-85c2-636024abc3e9,c1e4d505-118b-47fa-bbab-a4a6be17bc2a,2025-07-23 02:20:34.765056+00,2025-07-23 02:20:34.765114+00
5d618073-2d86-43b9-b92d-116b4fa86778,e388900a-9162-4098-afde-a17446608c2b,be096100-d635-463c-bdd8-ac8eee2abc38,2025-07-23 02:18:56.101207+00,2025-07-23 02:18:56.101261+00
5dc5eaf1-58b5-476f-81d2-b8e98fadfd58,f609cad4-206f-4813-8d5c-79b4ae82fd2b,ca0d4007-dc45-40e9-b6e2-1474f8d4f52e,2025-07-23 02:19:14.352159+00,2025-07-23 02:19:14.35238+00
5df10499-7cf9-4e1a-9c6d-957cc0a484a5,4a0e2227-0eff-4335-8724-c016a7be2360,d2848fe1-3083-4a10-9911-d5ddb00004fa,2025-07-23 02:19:27.34337+00,2025-07-23 02:19:27.343802+00
5fd1decd-afe6-44a7-bf1f-8b426880a8f4,abfde34f-c26c-4619-bd49-ee7c68d53f94,a104dbd2-83af-4568-bbb7-ead14e6b9c81,2025-07-23 02:19:17.878152+00,2025-07-23 02:19:17.878202+00
6231a118-7c7a-4e17-a920-765bcc7cb456,ffcf4486-91c2-4269-a33c-7949723563ab,fbc66208-9a75-40cf-b120-eecd5234ae31,2025-07-23 02:20:00.130695+00,2025-07-23 02:20:00.130758+00
63dc0928-1592-4f37-979b-5296ea5717aa,2b10616d-39f8-4f68-9dab-54b09091e62d,7258052f-a43c-49dc-9151-1378bfd4139c,2025-07-23 02:19:45.492296+00,2025-07-23 02:19:45.492373+00
63f5e78f-c99c-4293-8a08-f8645441162e,488654fc-95f1-4065-91f1-b6a7e5224129,0397c1dd-b85f-4205-8b59-c7633491790a,2025-07-23 02:18:56.742693+00,2025-07-23 02:18:56.742742+00
640e6823-1b02-4841-a95e-02f811873d97,4a0e2227-0eff-4335-8724-c016a7be2360,d2848fe1-3083-4a10-9911-d5ddb00004fa,2025-07-23 02:19:28.033389+00,2025-07-23 02:19:28.033438+00
64aead57-fcae-47af-a510-653f8cc7a2a3,30c85141-1719-48a9-846b-061ebd8fe793,3587b245-ea86-487c-b2b0-f4d1b9d06557,2025-07-23 02:19:57.043308+00,2025-07-23 02:19:57.043346+00
65b530af-a303-41b8-8b7e-5ebad4d33820,f4cad569-1441-42a8-ac89-1672308f1766,f8b160e6-9a72-421e-8b40-907a5855c20d,2025-07-23 02:19:04.583068+00,2025-07-23 02:19:04.583122+00
6665cc86-f3bf-4986-833d-9167030893ba,7bd865b0-3216-420e-ba0b-f7d9f3426e73,5d68a7a3-b711-468e-a2b2-3c18599fa839,2025-07-23 02:20:41.138359+00,2025-07-23 02:20:41.138406+00
675bc2f7-758b-48c0-82ae-8e5dc0b18a79,90cd96cb-357b-4bb7-9db7-1fc9d3db737a,c9f1d835-853b-4bd7-a01d-4a4c9d7f424c,2025-07-23 02:19:46.232588+00,2025-07-23 02:19:46.232668+00
679a729b-5c85-4a6b-b071-c41f5a2a929f,d171a840-3ff7-4178-8920-18d1f55a98bc,21f9bcaa-5996-4bf7-b561-c5a2e6e6ca02,2025-07-23 02:20:57.446498+00,2025-07-23 02:20:57.446538+00
691dc5a5-bae7-47f8-a8d4-cf0e2797d752,c96825d9-3c67-4dc0-8438-60a7790788f5,6c51ed8b-9c6e-4553-b9a3-56e84eb8a1ae,2025-07-23 02:19:24.682579+00,2025-07-23 02:19:24.682657+00
6955d096-f5ec-4620-99a3-06c9f4bfc020,4edddd52-bb44-40d2-a988-60397c155a26,98b3697a-dfb5-490b-9854-3510407dc306,2025-07-23 02:20:12.722145+00,2025-07-23 02:20:12.722193+00
69af828b-da54-45bf-b1ab-fb5529fcee50,f2046ffb-44cf-4061-970f-922474d58d67,4d7d7b7d-a918-46bf-bd9d-506e45254fbc,2025-07-23 02:19:02.524214+00,2025-07-23 02:19:02.52425+00
69fb2756-d3f7-4b47-9d53-6411b27fd20a,7060dd9b-4d82-436a-b24d-798ce4588107,ef2a0b22-84d4-4d9b-baba-02e37e3ad28c,2025-07-23 02:18:27.814519+00,2025-07-23 02:18:27.814596+00
6bf17553-7902-46a5-b9bd-53d0c066ed55,48a952b1-1bbf-4971-8485-481316f5dbed,b4fba844-14f2-4c2b-9bc5-7d49923d44f4,2025-07-23 02:20:00.888294+00,2025-07-23 02:20:00.888359+00
6c5ed691-fdba-42bf-ad3c-b6ea7a016445,d2fbae12-8e78-45cd-a7b2-46e4e18a91e9,fbcd72fa-dad5-4ea1-a260-8320f2980bea,2025-07-23 02:20:03.834637+00,2025-07-23 02:20:03.834815+00
6cddf42d-93f6-47d5-99de-abe2f17a15e5,a1e77beb-1c9b-4711-a715-c9ba4c318981,b04ccbd2-df92-47b3-81aa-d69ffacf6857,2025-07-23 02:19:53.647736+00,2025-07-23 02:19:53.647786+00
6da0a4d1-0710-41b6-bcae-f3913055710c,bd50565f-b32b-44e8-920d-8be4692248ef,a577a165-85ee-4f48-b190-a7be0e6bbe9e,2025-07-23 02:19:15.397261+00,2025-07-23 02:19:15.39742+00
6daaad2e-24f5-4a5c-b422-91583a0f3f73,e7c07afa-f2da-4c02-b5b0-2fb1188eded2,1ac24eb4-b62f-4ef6-a381-fedf32046bdc,2025-07-23 02:19:10.491595+00,2025-07-23 02:19:10.491736+00
6f22b248-abe7-47c6-9643-a08899a9602c,a1e77beb-1c9b-4711-a715-c9ba4c318981,de15af80-cc23-4078-8207-5beda2ee3fe5,2025-07-23 02:19:20.743734+00,2025-07-23 02:19:20.743779+00
711d14c6-f7bb-4692-96ac-26c580821295,22ec45b3-c0e4-49f3-bac3-207ad6bacc21,2190211c-3fb5-46de-9d15-3b978a9138f6,2025-07-23 02:19:39.309144+00,2025-07-23 02:19:39.309188+00
7140a9a2-6d59-49f4-993a-1b79d77e57fb,64e7248a-f815-48b1-999e-9866b380779e,1d1d8501-e413-41a3-b1d4-23fe89246dd6,2025-07-23 02:19:06.21367+00,2025-07-23 02:19:06.213839+00
71a80691-d81b-4eca-8668-3a09bec3acb6,89be1424-7819-429f-92ba-37a945782677,753ea7b4-3059-4a1f-984e-f4c7f728aa37,2025-07-23 02:18:55.404833+00,2025-07-23 02:18:55.404908+00
71fcde72-6416-4218-aaec-419dd3005545,48a952b1-1bbf-4971-8485-481316f5dbed,653fbd83-c9e8-431e-bc94-cac4070ddfc6,2025-07-23 02:20:59.576334+00,2025-07-23 02:20:59.57639+00
721b3baf-4888-49fc-b669-0d63250ef9a2,7dd9f938-e20d-4c15-a90b-7e1b485b3420,5d68a7a3-b711-468e-a2b2-3c18599fa839,2025-07-23 02:20:45.636343+00,2025-07-23 02:20:45.636434+00
7261175d-e6b4-46f9-882a-e0184b9e230a,96be4708-d233-470b-85c2-636024abc3e9,caaf0b59-29ff-4033-b7d2-5e54b9a51d5e,2025-07-23 02:20:13.246704+00,2025-07-23 02:20:13.246772+00
73ca72ff-761e-4f3c-ade8-09f802c71d7f,e388900a-9162-4098-afde-a17446608c2b,be096100-d635-463c-bdd8-ac8eee2abc38,2025-07-23 02:19:52.539232+00,2025-07-23 02:19:52.539285+00
7489bff4-ccdc-4290-b703-3fc7bce860d7,90cd96cb-357b-4bb7-9db7-1fc9d3db737a,c847f7b2-c485-4af3-9f0b-123a66eed362,2025-07-23 02:19:03.047173+00,2025-07-23 02:19:03.047371+00
75589a9f-41e0-42e4-aea2-76a916a9443e,68806720-ce81-446b-931d-f16cc6ca350c,8ebff870-772b-48f8-8648-2f951e1df5df,2025-07-23 02:20:16.94623+00,2025-07-23 02:20:16.946281+00
7978ecfc-2525-4af3-b50c-2204952b3bda,c96825d9-3c67-4dc0-8438-60a7790788f5,6c51ed8b-9c6e-4553-b9a3-56e84eb8a1ae,2025-07-23 02:19:58.133633+00,2025-07-23 02:19:58.133775+00
79897f64-6c73-4380-b960-f64f9c957db1,7060dd9b-4d82-436a-b24d-798ce4588107,ef2a0b22-84d4-4d9b-baba-02e37e3ad28c,2025-07-23 02:19:42.574362+00,2025-07-23 02:19:42.574413+00
7c14e0c2-8ce5-42d0-bc5f-dbd95141d374,f2046ffb-44cf-4061-970f-922474d58d67,4d7d7b7d-a918-46bf-bd9d-506e45254fbc,2025-07-23 02:19:03.58437+00,2025-07-23 02:19:03.584432+00
7e52a232-8cce-469f-8965-14e61bb6099e,fe27e524-68f9-4d14-8ac8-30cb15513ce9,bcf16f70-4aca-4fda-bb49-ff4e2d9027a8,2025-07-23 02:20:19.481873+00,2025-07-23 02:20:19.482155+00
7fbfdd5f-4a33-4c2e-b784-4daa36324d05,fe27e524-68f9-4d14-8ac8-30cb15513ce9,bcf16f70-4aca-4fda-bb49-ff4e2d9027a8,2025-07-23 02:19:19.500342+00,2025-07-23 02:19:19.500388+00
833a7610-65e7-462b-8f3a-fe0767a37f5d,91b09280-26e6-4f0a-85f7-82a3d17eccc0,99a4f0a7-0ae7-4246-9f1b-ba6ddb1a56b3,2025-07-23 02:19:21.666741+00,2025-07-23 02:19:21.666803+00
83a400e9-2cbb-40d9-b296-ddd0380de4a2,938ce473-6c90-4982-b93d-647a21693a6a,2252abdf-9310-4b49-8b64-1b28ce1aadac,2025-07-23 02:20:31.064297+00,2025-07-23 02:20:31.064353+00
844ee383-8e72-444e-877d-b2aec2796815,30c85141-1719-48a9-846b-061ebd8fe793,b074e404-cbde-4d62-8157-e8e0cbbb40df,2025-07-23 02:20:26.678351+00,2025-07-23 02:20:26.678398+00
85654ff2-e8c8-4b6e-9e0d-48a77bceb4b6,fe27e524-68f9-4d14-8ac8-30cb15513ce9,bcf16f70-4aca-4fda-bb49-ff4e2d9027a8,2025-07-23 02:20:17.44891+00,2025-07-23 02:20:17.448961+00
867787ef-720a-4508-bfae-f20971421ca2,ad2bdd8b-6e6d-4122-8520-7ba8a7a45a43,4b1e8443-eb0b-4e79-af7f-fa72036a790d,2025-07-23 02:19:54.87265+00,2025-07-23 02:19:54.872704+00
86959c39-d112-4b29-9a36-6508977f3712,ffcf4486-91c2-4269-a33c-7949723563ab,fbc66208-9a75-40cf-b120-eecd5234ae31,2025-07-23 02:20:10.127322+00,2025-07-23 02:20:10.127399+00
